Associated Dates,Spend,Revenue,Visits,Impressions,Clicks,Conversions,Pageviews,Unique Visitors,UPO,Campaign Category,Ad Group,Ad Name,Last Touch Channel,Size,Color,Device,Subchannel,Campaign Name,Retail Tier,Retail Campaign Type,Video Spend,Video Impressions,Link Clicks,Engagements,Video Views,Video Completions
11/26/2020,2379.36331,7805.92,1988,0,33,336.3767713,10342,1897,2.6,General,Women's Clothing,Workwear Pants,Other,M,Yellow,Tablet,other,,,,0,0,0,0,0,0
11/26/2020,324.8990248,733.76,1376,0,1,0,8039,1176,1.2,General,Outerwear,Men's Jacket,Email,M,Blue,Tablet,affiliates,,,,0,0,0,0,0,0
11/26/2020,1,2.34,945,0,1,0,5371,937,2.4,General,Men's Clothing,Men's Jacket,Email,XXL,Green,Desktop,affiliates,,,,0,0,0,0,0,0
11/26/2020,1,2.05,2470,71970,1,0,5357,2141,2.1,General,Accessories,Men's Jacket,Video,S,Red,Desktop,video-prospecting,,,,1,10339,88,1,672,1281
11/27/2020,314.9764617,593.11,2460,5629,122,0,8242,2272,1.4,General,Women's Clothing,Women's Boots,Other,XL,Black,Tablet,other,,,,0,0,0,0,0,0
11/27/2020,73.2795303,130.62,1860,13057,1,76.22332549,8331,1701,1.9,General,Accessories,Beanie Hat,Paid Search,XXL,Red,Mobile,paidsearch-local,,,,0,0,0,0,0,0
11/27/2020,1616.078589,4257.47,2731,89344,198,0,15005,2277,1.6,General,Accessories,Women's Boots,Display,L,Red,Mobile,display-prospecting,,,,0,0,0,0,0,0
11/27/2020,1,1.55,2100,57773,466,0,12156,1804,2.4,General,Outerwear,Denim Jeans,Video,M,White,Mobile,video-prospecting,,,,1152.405238,63479,173,410,1,220
11/27/2020,931.4450751,2178.42,786,0,1,325.8272067,4210,701,1.7,General,Women's Clothing,Denim Jeans,Social Media,XL,Black,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
11/27/2020,132.0463603,236.21,2329,0,1,0,6404,2030,1,General,Accessories,Denim Jeans,Social Media,XL,Yellow,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
11/27/2020,1,2.58,1805,98363,115,24.70443114,10693,1763,2.1,General,Men's Clothing,Beanie Hat,Other,XXL,Green,Desktop,other,,,,0,0,0,0,0,0
11/27/2020,1,2.17,1840,0,333,52.59756029,8631,1755,1.2,General,Women's Clothing,Men's Jacket,Other,XL,Yellow,Tablet,other,,,,0,0,0,0,0,0
11/27/2020,1,1.6,2007,0,632,134.8743791,8244,1852,1,General,Women's Clothing,Men's Jacket,Display,M,Blue,Desktop,display-prospecting,,,,0,0,0,0,0,0
11/27/2020,1,3.22,922,0,1,0,3770,894,1.7,General,Men's Clothing,Beanie Hat,Video,XXL,Yellow,Desktop,video-branding,,,,1,42030,1,1206,388,395
11/27/2020,1,2.81,669,0,60,4.646979628,1848,608,1.1,General,Accessories,Women's Boots,Other,S,Black,Desktop,other,,,,0,0,0,0,0,0
11/27/2020,429.2890518,876.63,614,0,1,0,3105,531,1.7,General,Outerwear,Hooded Sweatshirt,Display,M,Yellow,Desktop,display-prospecting,,,,0,0,0,0,0,0
11/27/2020,535.3301433,1441.18,848,91777,396,664.3606713,2360,736,2.6,General,Accessories,Denim Jeans,Display,M,Green,Desktop,display-prospecting,,,,0,0,0,0,0,0
11/27/2020,394.4959023,1240.68,853,52393,958,0,4266,746,1.1,General,Men's Clothing,Men's Jacket,Other,XL,Green,Mobile,other,,,,0,0,0,0,0,0
11/27/2020,694.147988,1321.01,1473,0,1,0,3221,1382,2,General,Men's Clothing,Women's Boots,Email,XXL,Yellow,Desktop,affiliates,,,,0,0,0,0,0,0
11/27/2020,508.0612767,1641.5,2344,22454,1,374.8675907,6870,2276,2.9,General,Accessories,Beanie Hat,Display,L,Blue,Tablet,display-prospecting,,,,0,0,0,0,0,0
11/27/2020,137.561615,463.09,2180,0,1,0,4660,2128,1.1,General,Women's Clothing,Beanie Hat,Display,XL,Red,Desktop,display-prospecting,,,,0,0,0,0,0,0
11/27/2020,1,2.45,2731,0,1,421.1900398,6995,2278,1.7,General,Men's Clothing,Denim Jeans,Other,S,White,Desktop,other,,,,0,0,0,0,0,0
11/27/2020,1,3.14,808,0,470,231.16002,2833,786,2.5,General,Outerwear,Denim Jeans,Paid Search,XL,Black,Tablet,paidsearch-nonbrand,,,,0,0,0,0,0,0
11/27/2020,61.45244828,150.87,2961,0,255,283.1735652,6074,2553,2.9,General,Men's Clothing,Women's Boots,Email,L,Blue,Desktop,affiliates,,,,0,0,0,0,0,0
11/27/2020,893.0057544,2175.38,1617,0,1243,88.13487174,5378,1345,1.3,General,Accessories,Beanie Hat,Email,XXL,Black,Tablet,affiliates,,,,0,0,0,0,0,0
11/28/2020,1,2.59,1078,45909,1,0,2324,907,2.8,General,Women's Clothing,Workwear Pants,Social Media,XL,Yellow,Mobile,paidsocial-retargeting,,,,0,0,0,0,0,0
11/28/2020,1,1.84,2267,0,916,281.5304884,11157,1951,2,General,Outerwear,Men's Jacket,Paid Search,L,Red,Tablet,paidsearch-pmax,,,,0,0,0,0,0,0
11/28/2020,515.3830009,1258.37,2856,0,406,315.5555902,9277,2628,2.2,General,Men's Clothing,Workwear Pants,Social Media,XXL,Black,Desktop,paidsocial-retargeting,,,,0,0,0,0,0,0
11/28/2020,1,2.23,1292,0,1,0,5200,1271,1.9,General,Accessories,Hooded Sweatshirt,Social Media,L,White,Desktop,paidsocial-prospecting,,,,0,0,0,0,0,0
11/28/2020,642.9940103,2130.4,1595,7055,1280,0,3383,1372,1.1,General,Women's Clothing,Beanie Hat,Email,S,Yellow,Tablet,affiliates,,,,0,0,0,0,0,0
11/28/2020,460.0378152,1064.04,2035,0,1,0,11227,1805,2.5,General,Accessories,Workwear Pants,Email,M,Red,Mobile,affiliates,,,,0,0,0,0,0,0
11/28/2020,396.0285401,623.53,972,10230,833,25.95810623,4796,839,1.5,General,Men's Clothing,Men's Jacket,Email,S,Yellow,Desktop,affiliates,,,,0,0,0,0,0,0
11/28/2020,710.7235646,1426.21,2350,0,1,0,10343,2084,1.1,General,Accessories,Hooded Sweatshirt,Social Media,L,Green,Desktop,paidsocial-prospecting,,,,0,0,0,0,0,0
11/28/2020,1,2.74,1437,0,607,0,5503,1219,3,General,Men's Clothing,Women's Boots,Other,XXL,White,Desktop,other,,,,0,0,0,0,0,0
11/28/2020,82.67116478,209.88,1210,0,509,0,2583,988,2.6,General,Women's Clothing,Women's Boots,Email,L,Red,Mobile,affiliates,,,,0,0,0,0,0,0
11/28/2020,1567.598702,4376.57,2947,46998,1,0,14195,2679,1.1,General,Men's Clothing,Hooded Sweatshirt,Paid Search,M,Black,Mobile,paidsearch-retailpmax,,,,0,0,0,0,0,0
11/28/2020,347.6207868,945.33,1879,0,662,0,4011,1720,1.6,General,Accessories,Workwear Pants,Social Media,S,Red,Tablet,paidsocial-retargeting,,,,0,0,0,0,0,0
11/28/2020,770.7763404,1734.76,641,26304,1,437.4274587,1820,608,1.6,General,Outerwear,Beanie Hat,Display,M,White,Tablet,display-retargeting,,,,0,0,0,0,0,0
11/28/2020,70.9246427,153.24,783,0,1,0,3597,649,1.8,General,Outerwear,Men's Jacket,Social Media,S,White,Desktop,paidsocial-retargeting,,,,0,0,0,0,0,0
11/28/2020,1,2.69,2833,0,1,0,8810,2776,1.6,General,Outerwear,Hooded Sweatshirt,Paid Search,XL,Green,Tablet,paidsearch-retailpmax,,,,0,0,0,0,0,0
11/28/2020,1,3.25,1546,0,1,187.6222053,6229,1260,1.7,General,Outerwear,Beanie Hat,Social Media,S,Blue,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
11/28/2020,1,3.44,690,0,101,110.5329517,3780,680,1.8,General,Outerwear,Beanie Hat,Display,XXL,Red,Tablet,display-prospecting,,,,0,0,0,0,0,0
11/29/2020,568.6372428,1509.85,2166,153268,1,141.8778242,12213,2070,2.4,General,Men's Clothing,Denim Jeans,Email,L,White,Tablet,affiliates,,,,0,0,0,0,0,0
11/29/2020,1424.751237,2861.53,724,0,1,58.99764204,3293,689,3,General,Accessories,Hooded Sweatshirt,Other,L,Black,Mobile,other,,,,0,0,0,0,0,0
11/29/2020,1,3.07,724,3258,1,0,3867,723,2.2,General,Women's Clothing,Men's Jacket,Display,L,Black,Tablet,display-retargeting,,,,0,0,0,0,0,0
11/29/2020,366.6198952,1070.17,2369,108565,1,0,7835,2006,2.8,General,Outerwear,Men's Jacket,Paid Search,XL,Black,Mobile,paidsearch-nonbrand,,,,0,0,0,0,0,0
11/29/2020,1074.993383,1732.87,731,0,708,0,1549,599,2.4,General,Women's Clothing,Beanie Hat,Social Media,M,Black,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
11/29/2020,76.62051262,230.31,1758,0,1500,0,7695,1652,1.7,General,Outerwear,Women's Boots,Video,S,Yellow,Mobile,video-prospecting,,,,1,1,1,645,1,1
11/29/2020,411.8568239,1157.21,1437,0,163,0,4719,1390,2.2,General,Women's Clothing,Women's Boots,Other,L,Green,Tablet,other,,,,0,0,0,0,0,0
11/29/2020,1,1.62,2666,0,1,0,5845,2577,1.9,General,Accessories,Hooded Sweatshirt,Video,S,Black,Mobile,video-branding,,,,1,1,1,295,1,887
11/29/2020,1,3.24,761,54842,1,276.1886423,3377,649,2.4,General,Men's Clothing,Men's Jacket,Paid Search,M,Red,Desktop,paidsearch-local,,,,0,0,0,0,0,0
11/29/2020,804.7758264,1785.19,1995,0,762,0,7950,1856,2,General,Women's Clothing,Men's Jacket,Email,L,Black,Desktop,affiliates,,,,0,0,0,0,0,0
11/29/2020,1,2.56,995,0,1,85.81626956,3410,981,2.8,General,Women's Clothing,Workwear Pants,Other,XL,White,Mobile,other,,,,0,0,0,0,0,0
11/29/2020,1,3.29,2834,0,315,125.7447709,6522,2565,2.4,General,Women's Clothing,Men's Jacket,Social Media,L,Green,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
11/29/2020,18.70992059,43.82,1693,0,275,495.0837216,7204,1367,1.1,General,Women's Clothing,Beanie Hat,Social Media,S,Red,Desktop,paidsocial-retargeting,,,,0,0,0,0,0,0
11/29/2020,1,2.8,2877,0,569,157.3192713,13167,2375,1.8,General,Accessories,Women's Boots,Email,S,Blue,Mobile,affiliates,,,,0,0,0,0,0,0
11/29/2020,1444.253522,2927.75,1461,101192,422,356.2654684,3013,1252,1.5,General,Outerwear,Beanie Hat,Video,XL,Red,Tablet,video-branding,,,,625.2525092,1,190,1,657,748
11/29/2020,1,1.61,762,12864,1,0,4487,734,1.5,General,Outerwear,Workwear Pants,Paid Search,XXL,Blue,Desktop,paidsearch-brand,,,,0,0,0,0,0,0
11/29/2020,1,1.95,603,32744,1,204.4677501,2431,562,2.4,General,Outerwear,Denim Jeans,Video,S,Yellow,Mobile,video-prospecting,,,,1,21782,84,612,485,1
11/29/2020,1,2.67,1223,0,1359,0,4880,1187,2.9,General,Men's Clothing,Men's Jacket,Paid Search,XXL,Yellow,Desktop,paidsearch-retail,,,,0,0,0,0,0,0
11/29/2020,724.6752591,2319.77,1135,33115,787,105.6163405,5012,1129,1.8,General,Women's Clothing,Beanie Hat,Display,XXL,Red,Tablet,display-retargeting,,,,0,0,0,0,0,0
11/29/2020,1,3.01,1729,101963,960,26.811353,9155,1420,2.4,General,Accessories,Hooded Sweatshirt,Video,XL,Yellow,Mobile,video-branding,,,,621.1099324,1,1,1,37,1
11/30/2020,1,2.02,839,19283,1,0,3350,764,2.4,General,Men's Clothing,Beanie Hat,Video,XXL,White,Mobile,video-prospecting,,,,691.3076237,1,1,405,1,71
11/30/2020,412.3178321,1101.84,839,0,415,145.0692361,3737,800,2.1,General,Men's Clothing,Beanie Hat,Paid Search,M,White,Desktop,paidsearch-brand,,,,0,0,0,0,0,0
11/30/2020,901.0348594,3001.56,2633,0,1,249.7328328,8937,2359,1.8,General,Outerwear,Men's Jacket,Paid Search,M,White,Desktop,paidsearch-shopping,,,,0,0,0,0,0,0
11/30/2020,1,2.39,1837,3421,1,0,5394,1577,2,General,Outerwear,Beanie Hat,Video,XL,Black,Desktop,video-prospecting,,,,5.141757989,5786,1,147,1,165
11/30/2020,1,3.45,1110,0,1,352.8752482,2703,1110,1.9,General,Men's Clothing,Denim Jeans,Email,XL,Black,Tablet,affiliates,,,,0,0,0,0,0,0
11/30/2020,532.461703,1443,1149,11637,1,646.8871201,6263,968,2.2,General,Accessories,Hooded Sweatshirt,Email,XXL,Black,Tablet,affiliates,,,,0,0,0,0,0,0
11/30/2020,1,3.44,1978,0,182,72.39421385,7054,1701,2.7,General,Accessories,Women's Boots,Email,L,Blue,Mobile,affiliates,,,,0,0,0,0,0,0
11/30/2020,1,2.08,1068,41018,1,0,5512,1064,2.9,General,Accessories,Hooded Sweatshirt,Social Media,XXL,Yellow,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
11/30/2020,1,3.08,1944,43574,350,0,8989,1829,1.4,General,Men's Clothing,Beanie Hat,Other,L,White,Desktop,other,,,,0,0,0,0,0,0
11/30/2020,1,2.59,2598,0,1,0,8457,2187,1.7,General,Women's Clothing,Beanie Hat,Social Media,M,Red,Tablet,paidsocial-retargeting,,,,0,0,0,0,0,0
11/30/2020,1,2.85,1899,0,972,0,9604,1813,1.1,General,Outerwear,Men's Jacket,Social Media,S,White,Desktop,paidsocial-branding,,,,0,0,0,0,0,0
11/30/2020,711.0582149,1066.92,2623,37551,1,0,13806,2500,2.7,General,Men's Clothing,Hooded Sweatshirt,Display,XXL,Green,Tablet,display-retargeting,,,,0,0,0,0,0,0
11/30/2020,426.1697522,1179.11,1425,13862,1,15.10993232,6271,1263,1.7,General,Accessories,Women's Boots,Email,XL,White,Desktop,affiliates,,,,0,0,0,0,0,0
12/1/2020,1,2.28,2303,844,775,133.8711644,12041,2025,1.3,General,Accessories,Hooded Sweatshirt,Video,XXL,Red,Desktop,video-prospecting,,,,278.1602182,1,316,370,1,1310
12/1/2020,1,2.11,1436,0,232,597.0572414,3837,1235,1.3,General,Outerwear,Beanie Hat,Email,L,Yellow,Desktop,affiliates,,,,0,0,0,0,0,0
12/1/2020,374.3177274,638.75,2254,5958,1,0,9103,1930,1.3,General,Accessories,Hooded Sweatshirt,Social Media,XXL,Yellow,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
12/1/2020,100.8298855,343.59,1238,0,1,52.53533695,3440,1080,1.6,General,Outerwear,Beanie Hat,Email,S,White,Desktop,affiliates,,,,0,0,0,0,0,0
12/1/2020,1,2.32,1683,41965,1230,0,10081,1582,2.1,General,Outerwear,Men's Jacket,Paid Search,L,Blue,Desktop,paidsearch-local,,,,0,0,0,0,0,0
12/1/2020,1,2.46,2993,0,1176,0,10899,2567,1.2,General,Outerwear,Denim Jeans,Social Media,L,White,Desktop,paidsocial-prospecting,,,,0,0,0,0,0,0
12/1/2020,1,1.65,1039,0,56,0,4960,858,1.8,General,Men's Clothing,Denim Jeans,Video,S,Black,Tablet,video-branding,,,,1,40623,921,1,1,898
12/1/2020,1,2.57,2076,89492,873,116.9562043,7304,1725,1.4,General,Men's Clothing,Beanie Hat,Social Media,XXL,Yellow,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
12/1/2020,1274.42748,3528.3,1931,127390,216,693.1829876,11394,1681,2.9,General,Accessories,Denim Jeans,Other,XL,Green,Tablet,other,,,,0,0,0,0,0,0
12/1/2020,220.5316916,376.33,2194,53679,1,254.8295447,9353,1936,3,General,Outerwear,Workwear Pants,Other,L,Black,Mobile,other,,,,0,0,0,0,0,0
12/1/2020,1,2.45,1232,36626,468,417.1012048,7301,1219,1.8,General,Women's Clothing,Denim Jeans,Display,L,Yellow,Desktop,display-retargeting,,,,0,0,0,0,0,0
12/1/2020,1,2.25,1618,0,1,728.9648013,5103,1613,2,General,Accessories,Men's Jacket,Video,XXL,Yellow,Mobile,video-prospecting,,,,543.7442093,48976,320,1,1,1
12/1/2020,1,3.5,2562,0,1265,14.30445421,9819,2136,2.4,General,Accessories,Beanie Hat,Video,XL,Blue,Mobile,video-branding,,,,1,17882,738,1,745,1
12/1/2020,1,2.27,2276,0,1112,244.8103685,6713,2243,1.1,General,Men's Clothing,Beanie Hat,Paid Search,L,Blue,Mobile,paidsearch-retailpmax,,,,0,0,0,0,0,0
12/1/2020,1,1.81,2064,0,1,22.29227016,10747,2039,2.5,General,Outerwear,Denim Jeans,Video,M,Black,Desktop,video-prospecting,,,,1222.161472,69959,1061,647,1,2159
12/1/2020,1,2.07,910,112157,904,0,4901,859,2.5,General,Women's Clothing,Women's Boots,Social Media,XXL,Red,Desktop,paidsocial-prospecting,,,,0,0,0,0,0,0
12/2/2020,1,1.84,2219,81633,1,197.4169575,9700,2125,2,General,Women's Clothing,Women's Boots,Other,XXL,Green,Desktop,other,,,,0,0,0,0,0,0
12/2/2020,627.6671089,1431.16,3054,0,1,0,9776,2496,2.9,General,Accessories,Beanie Hat,Other,M,Blue,Tablet,other,,,,0,0,0,0,0,0
12/2/2020,508.0787403,1322.86,2535,0,1,158.8015774,12091,2191,2.2,General,Women's Clothing,Women's Boots,Social Media,S,Green,Mobile,paidsocial-retargeting,,,,0,0,0,0,0,0
12/2/2020,321.6250835,859.46,925,0,1,0,5342,774,2.6,General,Women's Clothing,Men's Jacket,Video,XL,Yellow,Mobile,video-branding,,,,1,26303,30,1,565,1558
12/2/2020,398.5493001,708,1329,34080,728,0,7822,1323,1,General,Outerwear,Beanie Hat,Email,M,White,Mobile,affiliates,,,,0,0,0,0,0,0
12/2/2020,611.2258318,1534.49,3322,0,728,0,12497,3073,1.5,General,Women's Clothing,Beanie Hat,Social Media,XXL,Yellow,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
12/2/2020,142.1270342,357.17,1064,0,1,0,5776,1049,1.6,General,Accessories,Men's Jacket,Display,XXL,Red,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/2/2020,1252.369842,4099.93,1505,11932,1060,0,8367,1467,2.8,General,Men's Clothing,Workwear Pants,Video,M,Yellow,Desktop,video-prospecting,,,,1,17274,501,1,636,992
12/2/2020,741.1513469,1245.13,1426,0,608,0,5370,1270,1.4,General,Women's Clothing,Hooded Sweatshirt,Social Media,S,Black,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/2/2020,1144.514996,2017.17,944,76437,619,0,5362,809,1.8,General,Men's Clothing,Beanie Hat,Paid Search,M,Green,Mobile,paidsearch-shopping,,,,0,0,0,0,0,0
12/2/2020,1,1.77,3420,0,134,0,7358,3222,2.9,General,Outerwear,Denim Jeans,Email,S,Black,Mobile,affiliates,,,,0,0,0,0,0,0
12/2/2020,1,2.94,3194,16274,1,77.43881253,15950,3150,2,General,Outerwear,Denim Jeans,Other,XL,Blue,Desktop,other,,,,0,0,0,0,0,0
12/2/2020,1497.795529,2486.66,3214,0,1,155.3229301,9554,2668,2.1,General,Accessories,Hooded Sweatshirt,Display,L,Red,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/2/2020,881.8106366,1982.84,835,0,1,0,3482,798,2,General,Men's Clothing,Workwear Pants,Email,M,White,Desktop,affiliates,,,,0,0,0,0,0,0
12/2/2020,55.5458105,134.55,1993,69983,441,3.934855458,7015,1956,1.9,General,Women's Clothing,Workwear Pants,Social Media,S,Red,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/2/2020,444.7200335,1289.29,1394,47136,1,479.5463256,4114,1393,1.2,General,Outerwear,Hooded Sweatshirt,Social Media,M,Yellow,Desktop,paidsocial-prospecting,,,,0,0,0,0,0,0
12/2/2020,260.741963,851.08,789,0,718,263.4226665,1885,730,1.7,General,Women's Clothing,Workwear Pants,Paid Search,S,Red,Mobile,paidsearch-retail,,,,0,0,0,0,0,0
12/2/2020,1,3.07,3112,88388,1,0,14130,2868,2.3,General,Men's Clothing,Beanie Hat,Email,L,White,Tablet,affiliates,,,,0,0,0,0,0,0
12/2/2020,893.0831655,1725.54,3155,7518,1,0,9316,2949,1.8,General,Women's Clothing,Beanie Hat,Email,M,Black,Mobile,affiliates,,,,0,0,0,0,0,0
12/2/2020,622.1097507,1926.69,3296,0,506,482.2450695,16484,2962,1.1,General,Men's Clothing,Denim Jeans,Other,XXL,Yellow,Mobile,other,,,,0,0,0,0,0,0
12/2/2020,1,3.17,1221,100455,609,0,6043,1137,2.5,General,Outerwear,Hooded Sweatshirt,Social Media,XL,Green,Tablet,paidsocial-prospecting,,,,0,0,0,0,0,0
12/2/2020,903.5801739,1723.88,784,46267,1,37.29526853,3358,779,1.2,General,Men's Clothing,Men's Jacket,Display,XXL,Blue,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/2/2020,1,2.38,879,50856,161,146.301346,2723,801,1.3,General,Men's Clothing,Workwear Pants,Other,S,Black,Mobile,other,,,,0,0,0,0,0,0
12/2/2020,1,2.84,1439,63103,1,304.7433624,4572,1299,2.6,General,Women's Clothing,Men's Jacket,Display,XXL,Green,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/2/2020,1,2.44,3251,0,577,0,18241,2612,1.3,General,Accessories,Workwear Pants,Video,M,Yellow,Desktop,video-branding,,,,111.7848673,6863,84,1,1,1
12/2/2020,885.8865888,2708.59,1711,159588,238,0,4427,1667,3,General,Women's Clothing,Women's Boots,Paid Search,XXL,Yellow,Desktop,paidsearch-shopping,,,,0,0,0,0,0,0
12/3/2020,1,2.52,2623,9065,1,0,5797,2364,2.8,General,Women's Clothing,Women's Boots,Email,XL,Black,Mobile,affiliates,,,,0,0,0,0,0,0
12/3/2020,1,1.8,2249,84768,1,0,8143,2239,1.7,General,Men's Clothing,Denim Jeans,Other,L,Black,Tablet,other,,,,0,0,0,0,0,0
12/3/2020,1,2.06,2643,1812,207,43.23575899,7060,2454,3,General,Accessories,Denim Jeans,Paid Search,S,Yellow,Desktop,paidsearch-local,,,,0,0,0,0,0,0
12/3/2020,1,3.23,1623,47170,1,0,7892,1382,2.5,General,Women's Clothing,Denim Jeans,Email,M,Red,Desktop,affiliates,,,,0,0,0,0,0,0
12/3/2020,688.327602,2376.39,3316,132608,1449,121.5137508,18955,2716,2,General,Men's Clothing,Workwear Pants,Paid Search,S,Yellow,Desktop,paidsearch-pmax,,,,0,0,0,0,0,0
12/3/2020,1,3.49,2337,40999,1,330.8886661,9861,2302,1.6,General,Men's Clothing,Men's Jacket,Social Media,L,Red,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
12/3/2020,1,3.11,1273,23272,658,0,6866,1020,3,General,Women's Clothing,Men's Jacket,Video,M,Black,Mobile,video-branding,,,,265.0158521,3451,1,448,1,368
12/3/2020,1,2.18,2177,22454,766,160.5131232,7476,2073,1.1,General,Accessories,Workwear Pants,Paid Search,L,Yellow,Desktop,paidsearch-shopping,,,,0,0,0,0,0,0
12/3/2020,613.0246905,1619.43,2316,0,523,176.7031565,12142,2078,1.7,General,Men's Clothing,Denim Jeans,Social Media,XL,Black,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/3/2020,131.6158094,409.31,1476,19250,236,301.5377569,7584,1332,2.4,General,Accessories,Denim Jeans,Other,XXL,Red,Tablet,other,,,,0,0,0,0,0,0
12/3/2020,1,2.48,2903,0,619,0,11580,2597,2,General,Women's Clothing,Denim Jeans,Other,S,White,Desktop,other,,,,0,0,0,0,0,0
12/3/2020,1,3.43,2772,0,831,0,16197,2669,2.7,General,Men's Clothing,Workwear Pants,Social Media,XXL,Green,Tablet,paidsocial-retargeting,,,,0,0,0,0,0,0
12/3/2020,618.5259085,1691.8,1486,0,1,0,8904,1320,1.2,General,Accessories,Beanie Hat,Email,M,Blue,Desktop,affiliates,,,,0,0,0,0,0,0
12/3/2020,1,1.82,2100,8740,349,47.98691224,5880,1766,2,General,Accessories,Denim Jeans,Display,XL,White,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/3/2020,1,2.35,1217,0,189,0,6376,1072,1.7,General,Women's Clothing,Workwear Pants,Email,S,Yellow,Mobile,affiliates,,,,0,0,0,0,0,0
12/3/2020,1,1.72,1872,8433,565,91.52733367,8042,1587,1.1,General,Outerwear,Women's Boots,Other,XL,Blue,Mobile,other,,,,0,0,0,0,0,0
12/3/2020,1,2.3,3012,0,814,31.56366332,12027,2713,2.8,General,Women's Clothing,Hooded Sweatshirt,Social Media,M,Green,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/3/2020,72.35501074,237.94,1125,0,1,424.5050148,3038,920,2.1,General,Women's Clothing,Hooded Sweatshirt,Social Media,S,Red,Tablet,paidsocial-retargeting,,,,0,0,0,0,0,0
12/3/2020,1,1.59,3359,36976,1,0,14207,3349,2.4,General,Men's Clothing,Men's Jacket,Social Media,XXL,Black,Mobile,paidsocial-retargeting,,,,0,0,0,0,0,0
12/3/2020,84.74936991,294.71,1668,0,570,0,4985,1548,2.1,General,Women's Clothing,Women's Boots,Paid Search,XXL,Green,Mobile,paidsearch-pmax,,,,0,0,0,0,0,0
12/3/2020,231.2902462,762.69,1086,44938,233,0,2803,935,2.7,General,Men's Clothing,Men's Jacket,Email,XL,White,Mobile,affiliates,,,,0,0,0,0,0,0
12/3/2020,1,1.67,1820,0,1,50.70116542,4105,1669,1.6,General,Men's Clothing,Women's Boots,Paid Search,XXL,Blue,Tablet,paidsearch-local,,,,0,0,0,0,0,0
12/3/2020,1,1.51,2936,0,1,0,15409,2666,1.3,General,Women's Clothing,Hooded Sweatshirt,Video,XL,White,Desktop,video-prospecting,,,,1187.574443,23492,161,1,1,730
12/3/2020,1,3.24,939,0,300,0,5568,914,1.2,General,Accessories,Beanie Hat,Paid Search,L,Yellow,Mobile,paidsearch-retailpmax,,,,0,0,0,0,0,0
12/3/2020,1,2.07,3061,0,791,0,15765,2550,1.5,General,Outerwear,Hooded Sweatshirt,Video,L,Yellow,Tablet,video-branding,,,,1655.958162,41208,1,1,1,1141
12/3/2020,736.1400835,2442.39,3167,48720,1,151.6660541,7410,2983,2.6,General,Women's Clothing,Denim Jeans,Social Media,L,Blue,Desktop,paidsocial-retargeting,,,,0,0,0,0,0,0
12/3/2020,1,2.35,2472,2103,1,0,7937,2404,1.1,General,Men's Clothing,Workwear Pants,Display,M,Blue,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/3/2020,1,2.06,904,0,1,175.3247092,4988,831,1.9,General,Outerwear,Workwear Pants,Display,M,Blue,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/3/2020,1,3.46,2581,50919,128,21.73827688,14278,2570,2.3,General,Men's Clothing,Denim Jeans,Video,XL,Blue,Mobile,video-prospecting,,,,1481.8137,1,250,109,1,1
12/3/2020,1,2.11,3292,0,1,15.48711945,7275,2957,2.6,General,Accessories,Hooded Sweatshirt,Email,XL,Red,Tablet,affiliates,,,,0,0,0,0,0,0
12/3/2020,1066.460947,1949.57,3259,0,443,0,14942,3085,2,General,Men's Clothing,Women's Boots,Video,L,Black,Desktop,video-branding,,,,1,75440,384,1,1755,1200
12/4/2020,1,3.32,3359,3594,2284,0,10796,3103,1.8,General,Men's Clothing,Men's Jacket,Email,L,Black,Tablet,affiliates,,,,0,0,0,0,0,0
12/4/2020,262.9605971,486.61,2013,0,632,0,8005,1688,1.1,General,Outerwear,Beanie Hat,Social Media,XXL,Black,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/4/2020,82.18013224,224.01,2070,20570,1,0,8556,1674,1.1,General,Accessories,Denim Jeans,Other,L,Green,Mobile,other,,,,0,0,0,0,0,0
12/4/2020,1,2.36,1397,92874,734,116.6385515,7105,1151,2.2,General,Outerwear,Men's Jacket,Social Media,L,Yellow,Desktop,paidsocial-retargeting,,,,0,0,0,0,0,0
12/4/2020,601.5360428,1714.69,3039,44247,219,339.4686992,6457,2611,2,General,Women's Clothing,Men's Jacket,Other,M,Yellow,Desktop,other,,,,0,0,0,0,0,0
